cuda_line,cuda_source,sass_addr,sass_text,warp_stall_all,warp_stall_not_issued,sample_count,inst_executed,thread_inst_executed,thread_inst_pred_on,avg_threads,avg_threads_pred_on,divergent_branches,address_space,access_operation,access_size,l1_tag_global,l1_conflicts_nway,l2_sectors_excess,l2_sectors_global,l2_sectors_ideal,l2_evict_policies,l2_hit_evict_first,l2_hit_evict_last,l2_hit_evict_normal,l2_hit_evict_normal_demote,l2_miss_evict_first,l2_miss_evict_normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier_ni,stall_branch_resolving_ni,stall_dispatch_ni,stall_drain_ni,stall_imc_ni,stall_lg_ni,stall_long_sb_ni,stall_math_ni,stall_membar_ni,stall_mio_ni,stall_misc_ni,stall_no_inst_ni,stall_not_selected_ni,stall_selected_ni,stall_short_sb_ni,stall_sleeping_ni,stall_tex_ni,stall_wait_ni
13,sum += A[row * n + k] * B[k * n + col];,0x2021554f0,"LDG.E R34, [R10.64]",146,79,146,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,11,0,0,87,0,0,0,1,0,0,24,9,0,0,0,14,0,0,3,0,0,67,0,0,0,1,0,0,0,0,0,0,0,8
13,sum += A[row * n + k] * B[k * n + col];,0x202155500,"LDG.E R27, [R2.64+0x24]",120,85,120,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,6,0,0,80,0,0,0,0,0,0,13,3,0,0,0,18,0,0,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,14
13,sum += A[row * n + k] * B[k * n + col];,0x202155510,"LDG.E R28, [R2.64+0x28]",142,85,142,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,12,0,0,96,0,0,0,0,0,0,18,5,0,0,0,11,0,0,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,8
13,sum += A[row * n + k] * B[k * n + col];,0x202155530,"LDG.E R36, [R2.64+0x34]",219,119,219,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,140,0,0,0,0,0,0,42,10,0,0,0,12,0,0,9,0,0,101,0,0,0,0,0,0,0,0,0,0,0,9
13,sum += A[row * n + k] * B[k * n + col];,0x202155540,"FFMA R26, R24, R23, R25",7,0,7,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155550,"IMAD.WIDE R24, R19, 0x4, R4",4,0,4,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155560,"LDG.E R23, [R2.64+0x30]",127,83,127,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,8,0,0,90,0,0,0,0,0,0,18,3,0,0,0,8,0,0,5,0,0,71,0,0,0,0,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x202155570,"LDG.E R4, [R4.64]",168,101,168,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,8,0,0,109,0,0,0,0,0,0,24,6,0,0,0,21,0,0,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,15
13,sum += A[row * n + k] * B[k * n + col];,0x202155580,"IMAD.WIDE R10, R19, 0x4, R24",10,0,10,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155590,"LDG.E R13, [R24.64]",205,130,205,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,16,0,0,141,0,0,0,0,0,0,27,8,0,0,0,13,0,0,8,0,0,111,0,0,0,0,0,0,0,0,0,0,0,11
13,sum += A[row * n + k] * B[k * n + col];,0x2021555c0,"FFMA R29, R29, R30, R26",6,0,6,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021555d0,"FFMA R29, R14, R31, R29",26,9,26,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13,sum += A[row * n + k] * B[k * n + col];,0x2021555e0,"FFMA R32, R32, R33, R29",26,7,26,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x202155670,"FFMA R15, R12, R28, R15",41,7,41,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x202155680,"FFMA R7, R16, R7, R15",49,12,49,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,4,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13,sum += A[row * n + k] * B[k * n + col];,0x2021556a0,"FFMA R4, R4, R36, R7",39,13,39,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,3,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
13,sum += A[row * n + k] * B[k * n + col];,0x2021556b0,"FFMA R4, R13, R17, R4",52,12,52,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,2,0,0,0,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13,sum += A[row * n + k] * B[k * n + col];,0x2021556c0,"IMAD.WIDE R6, R19, 0x4, R10",9,0,9,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021556d0,"FFMA R34, R5, R24, R4",46,4,46,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
13,sum += A[row * n + k] * B[k * n + col];,0x202155710,"IMAD.WIDE R16, R19, 0x4, R6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155720,"MOV R2, UR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155730,"LDG.E R13, [R6.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155740,"MOV R3, UR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155750,"IMAD.WIDE R24, R19, 0x4, R16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155760,"LDG.E R14, [R16.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155770,"IMAD.WIDE R2, R21, 0x4, R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155780,"IMAD.WIDE R26, R19, 0x4, R24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155790,"LDG.E R12, [R2.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557a0,"LDG.E R15, [R2.64+0x4]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557b0,"IMAD.WIDE R4, R19, 0x4, R26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557c0,"LDG.E R24, [R24.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557d0,"LDG.E R23, [R2.64+0x8]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557e0,"IMAD.WIDE R8, R19, 0x4, R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021557f0,"LDG.E R26, [R26.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155800,"LDG.E R28, [R2.64+0xc]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155810,"IMAD.WIDE R10, R19, 0x4, R8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155820,"LDG.E R4, [R4.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155830,"LDG.E R29, [R2.64+0x10]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155840,"IMAD.WIDE R6, R19, 0x4, R10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155850,"LDG.E R9, [R8.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155860,"LDG.E R16, [R2.64+0x14]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155870,"LDG.E R17, [R10.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155880,"LDG.E R25, [R2.64+0x18]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155890,"LDG.E R30, [R2.64+0x1c]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021558a0,"LDG.E R27, [R6.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155900,"IMAD.WIDE R6, R19, 0x4, R6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155910,"FFMA R13, R13, R12, R34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155920,"FFMA R13, R14, R15, R13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155930,"FFMA R13, R24, R23, R13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155940,"FFMA R13, R26, R28, R13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155950,"FFMA R4, R4, R29, R13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155960,"FFMA R4, R9, R16, R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155970,"FFMA R4, R17, R25, R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155980,"FFMA R34, R27, R30, R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155990,"ISETP.NE.OR P0, PT, R22, RZ, P0",3,1,3,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021559b0,"MOV R2, UR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021559c0,"IMAD.WIDE R8, R19, 0x4, R6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021559d0,"MOV R3, UR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021559e0,"LDG.E R7, [R6.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021559f0,"IMAD.WIDE R4, R21, 0x4, R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a00,"IMAD.WIDE R10, R19, 0x4, R8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a10,"LDG.E R12, [R4.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a20,"LDG.E R9, [R8.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a30,"IMAD.WIDE R2, R19, 0x4, R10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a40,"LDG.E R13, [R4.64+0x4]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a50,"LDG.E R15, [R10.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a60,"LDG.E R14, [R4.64+0x8]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a70,"LDG.E R16, [R4.64+0xc]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155a80,"LDG.E R17, [R2.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155ae0,"FFMA R12, R7, R12, R34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155af0,"FFMA R12, R9, R13, R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155b00,"IMAD.WIDE R6, R19, 0x4, R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155b10,"FFMA R12, R15, R14, R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155b20,"FFMA R34, R17, R16, R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155bc0,"MOV R2, R6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155bd0,"LDG.E R7, [R4.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155be0,"LDG.E R2, [R2.64]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155c40,"FFMA R34, R7, R2, R34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,C[row * n + col] = sum;,0x202155c60,"IADD3 R2, R0, R21, RZ",1,0,1,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
